# Sensor type: Respeck
# Activity type: Lying down on stomach
# Activity code: 8
# Subject id: s1956488
# Notes: 1
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1664721421322,0.049316406,-0.17608643,-0.95269775,-0.84375,0.875,0.140625
1664721421356,0.051513672,-0.17510986,-0.95635986,-0.25,0.828125,0.203125
1664721421377,0.052734375,-0.18048096,-0.9522095,0.34375,1.296875,0.296875
1664721421473,0.051513672,-0.17779541,-0.9631958,0.34375,1.1875,0.203125
1664721421476,0.043701172,-0.17755127,-0.9627075,0.5625,1.078125,0.203125
1664721421503,0.051513672,-0.17608643,-0.9595337,0.171875,1.03125,0.25
1664721421552,0.046875,-0.17559814,-0.9612427,0.125,1.40625,0.21875
1664721421606,0.048583984,-0.17462158,-0.96051025,0.328125,1.265625,0.21875
1664721421628,0.052734375,-0.17486572,-0.95758057,0.703125,1.15625,0.296875
1664721421659,0.048583984,-0.17926025,-0.96588135,0.640625,1.25,0.171875
1664721421703,0.049804688,-0.17681885,-0.9578247,0.1875,1.21875,0.296875
1664721421782,0.04663086,-0.17974854,-0.9678345,-0.265625,1.09375,0.28125
1664721421787,0.04736328,-0.1729126,-0.958313,-0.421875,0.828125,0.21875
1664721421817,0.044189453,-0.17510986,-0.95391846,0.25,1.0,0.328125
1664721421909,0.04638672,-0.17608643,-0.95440674,0.9375,1.328125,0.15625
1664721421914,0.05078125,-0.17144775,-0.96661377,0.65625,1.078125,0.203125
1664721421940,0.052734375,-0.17218018,-0.9661255,0.1875,0.8125,0.09375
1664721421973,0.048828125,-0.17852783,-0.9607544,-0.234375,0.96875,0.203125
1664721422083,0.050048828,-0.17315674,-0.9585571,0.5,1.296875,0.25
1664721422086,0.053710938,-0.17510986,-0.9578247,0.78125,1.359375,0.25
1664721422114,0.047607422,-0.175354,-0.96099854,0.828125,1.203125,0.203125
1664721422133,0.04711914,-0.16998291,-0.96343994,0.875,1.328125,0.140625
1664721422226,0.051757812,-0.17095947,-0.9614868,0.078125,0.9375,0.09375
1664721422228,0.05126953,-0.17120361,-0.9663696,0.171875,1.21875,0.171875
1664721422295,0.048095703,-0.17047119,-0.9627075,-0.0625,1.21875,0.203125
1664721422312,0.047607422,-0.1687622,-0.9590454,0.25,1.328125,0.25
1664721422391,0.04248047,-0.1729126,-0.95806885,0.828125,1.453125,0.328125
1664721422394,0.052734375,-0.16973877,-0.96661377,0.4375,1.234375,0.171875
1664721422413,0.04272461,-0.17071533,-0.9619751,0.046875,1.0625,0.109375
1664721422448,0.049072266,-0.16680908,-0.9639282,-0.234375,0.890625,0.3125
1664721422546,0.05029297,-0.1675415,-0.9644165,0.015625,1.171875,0.28125
1664721422549,0.04638672,-0.17340088,-0.96099854,0.234375,1.171875,0.328125
